AccessionID,JournalID,JIF
PMC10002551,"2077-0383,",2.9
PMC9594974,"1741-7015,",8.3
PMC9944644,"2044-6055,",2.3
PMC10310818,"2041-1723,",15.7
PMC10608426,"1010-660X,1648-9144,",2.4
PMC8964814,"2041-1723,",15.7
PMC9114290,"2731-4553,",2.6
PMC10430016,"2572-9241,",14.6
PMC9143213,"1010-660X,1648-9144,",2.4
PMC9229852,"2050-7771,",11.5
PMC9864426,"2077-0383,",2.9
PMC10546115,"2044-6055,",2.3
PMC10095202,"2077-0383,",2.9
PMC9740756,"2077-0383,",2.9
PMC9560741,"1752-1947,",0.8
PMC10727545,"0025-7974,1536-5964,",1.4
PMC10730450,"2078-6190,2078-6204,",1.4
PMC10562489,"2041-1723,",15.7
PMC9849399,"2398-6352,",15.1
PMC9069969,"1941-5923,",0.7
PMC10142475,"1010-660X,1648-9144,",2.4
PMC9504029,"2076-3271,",4.4
PMC10493291,"2296-858X,",3.0
PMC10668198,"2044-6055,",2.3
PMC9515270,"2311-6706,2150-5551,",36.3
PMC9240941,"2044-6055,",2.3
PMC9917427,"2077-0383,",2.9
PMC9284286,"2590-3462,",11.6
PMC10120233,"1752-1947,",0.8
PMC10520653,"2198-3844,",14.1
PMC10497981,"1807-5932,1980-5322,",2.4
PMC10053531,"2077-0383,",2.9
PMC8979091,"1178-7074,",2.0
PMC10713711,"2296-858X,",3.0
PMC10648316,"2077-0383,",2.9
PMC10000720,"2075-4418,",3.3
PMC10474072,"1226-3613,2092-6413,",12.9
PMC10429787,"2572-9241,",14.6
PMC10016218,"1524-5012,2831-4107,",1.2
PMC9975591,"2296-858X,",3.0
PMC9842787,"2050-0904,",0.6
PMC9371914,"0305-1048,1362-4962,",13.1
PMC9827248,"2044-6055,",2.3
PMC9264039,"2574-3805,",9.7
PMC8879471,"2077-0383,",2.9
PMC10122967,"0016-2590,2185-4610,",0.9
PMC10071843,"0037-5675,2737-5935,",2.2
PMC10085545,"0092-8674,1097-4172,",42.5
PMC9121924,"1682-024X,1681-715X,",1.7
PMC9794322,"0025-7974,1536-5964,",1.4
PMC10428675,"2572-9241,",14.6
PMC9679342,"2050-3121,",2.1
PMC9828949,"0820-3946,1488-2329,",12.2
PMC10090078,"2095-9907,2059-3635,",52.7
PMC8854733,"2041-1723,",15.7
PMC9303674,"1354-1013,1365-2486,",12.1
PMC10636121,"2041-1723,",15.7
PMC10001194,"2075-4418,",3.3
PMC10762684,"0013-726X,1438-8812,",12.8
PMC10656443,"2041-1723,",15.7
PMC9750599,"0025-7974,1536-5964,",1.4
PMC10578753,"0025-7974,1536-5964,",1.4
PMC8978987,"2050-0904,",0.6
PMC9960836,"1010-660X,1648-9144,",2.4
PMC10419486,"2077-0383,",2.9
PMC10553032,"2049-0801,",1.6
PMC10181349,"1918-3003,1918-3011,",2.0
PMC9730384,"2044-6055,",2.3
PMC9862366,"2077-0383,",2.9
PMC10062024,"1936-0851,1936-086X,",16.1
PMC10632876,"2044-6055,",2.3
PMC9631065,"2198-3844,",14.1
PMC10153605,"0379-5284,1658-3175,0379-5284,",1.5
PMC10129080,"2049-0801,",1.6
PMC9072249,"2211-3835,2211-3843,",14.6
PMC10055019,"1010-660X,1648-9144,",2.4
PMC9376825,"2198-3844,",14.1
PMC10093490,"2075-4418,",3.3
PMC9839859,"2198-3844,",14.1
PMC9065199,"1838-7640,",13.3
PMC9668908,"2041-1723,",15.7
PMC9747754,"2296-858X,",3.0
PMC10302933,"1010-660X,1648-9144,",2.4
PMC8829837,"2044-6055,",2.3
PMC10502273,"2211-3835,2211-3843,",14.6
PMC10578760,"0025-7974,1536-5964,",1.4
PMC9299973,"1354-1013,1365-2486,",12.1
PMC8784536,"1674-2818,2049-3169,",12.2
PMC8870907,"2075-4418,",3.3
PMC9759905,"1752-1947,",0.8
PMC9431675,"2572-9241,",14.6
PMC10727654,"0025-7974,1536-5964,",1.4
PMC10163469,"2044-6055,",2.3
PMC9476129,"2044-6055,",2.3
PMC9405525,"2198-3844,",14.1
PMC10779496,"2077-0383,",2.9
PMC10407446,"2433-328X,2433-3298,",1.8
PMC9991855,"2352-3026,",17.7
PMC9888540,"0820-3946,1488-2329,",12.2
PMC9221878,"2075-4418,",3.3
PMC10746718,"2041-1723,",15.7
PMC9482182,"2095-7467,2054-9369,",22.9
PMC8995547,"2324-7096,",0.8
PMC9158331,"2296-858X,",3.0
PMC10429156,"2572-9241,",14.6
PMC10442195,"0013-726X,1438-8812,",12.8
PMC9287996,"1477-3155,",12.6
PMC9513700,"2213-2317,",11.9
PMC10193053,"2044-6055,",2.3
PMC9643558,"1658-3612,",1.9
PMC9800729,"1838-7640,",13.3
PMC10123312,"2050-0904,",0.6
PMC9528483,"1757-790X,",0.5
PMC10184782,"0036-8075,1095-9203,",45.8
PMC10372014,"2041-1723,",15.7
PMC10665458,"2041-1723,",15.7
PMC10083740,"2044-6055,",2.3
PMC10402989,"0025-7974,1536-5964,",1.4
PMC10550045,"2572-9241,",14.6
PMC10683115,"1476-4598,",33.9
PMC10076214,"1097-6256,1546-1726,",20.0
PMC9360400,"2041-1723,",15.7
PMC10419434,"2077-0383,",2.9
PMC9718917,"2050-0904,",0.6
PMC10276201,"2050-0904,",0.6
PMC10759135,"2044-6055,",2.3
PMC9573530,"2077-0383,",2.9
PMC10504068,"2157-846X,",26.7
PMC9482614,"2041-1723,",15.7
PMC9664289,"2399-6641,",1.6
PMC10131993,"2369-3762,",12.6
PMC9267719,"2077-0383,",2.9
PMC10146982,"1010-660X,1648-9144,",2.4
PMC9637670,"2296-858X,",3.0
PMC10298869,"2077-0383,",2.9
PMC9740747,"2077-0383,",2.9
PMC10647843,"2077-0383,",2.9
PMC9343665,"2041-1723,",15.7
PMC10636556,"1226-3303,2005-6648,",2.4
PMC10557141,"0002-7863,1520-5126,",15.7
PMC10488436,"2077-0383,",2.9
PMC8983322,"1674-800X,1674-8018,",12.8
PMC9762898,"0149-2195,1545-861X,",17.3
PMC9127940,"2053-8855,",0.4
PMC9547075,"2041-1723,",15.7
PMC9433833,"2296-858X,",3.0
PMC10486190,"1469-493X,1361-6137,",9.4
PMC9376854,"2198-3844,",14.1
PMC10297340,"2075-4418,",3.3
PMC9196080,"2296-858X,",3.0
PMC10327892,"2296-858X,",3.0
PMC9520110,"1350-9047,1476-5403,",15.4
PMC10289722,"2049-0801,",1.6
PMC10299540,"2077-0383,",2.9
PMC10188893,"2050-0904,",0.6
PMC9081036,"1178-7074,",2.0
PMC10751397,"2190-5991,2190-6009,",9.1
PMC9430939,"2572-9241,",14.6
PMC9449945,"2731-4553,",2.6
PMC10074128,"2198-3844,",14.1
PMC8821651,"2041-1723,",15.7
PMC9097487,"0002-7863,1520-5126,",15.7
PMC8533666,"1674-800X,1674-8018,",12.8
PMC8775305,"2075-4418,",3.3
PMC8947562,"2075-4418,",3.3
PMC9445063,"1674-2818,2049-3169,",12.2
PMC9743321,"2050-0904,",0.6
PMC9635209,"2049-2618,",12.7
PMC9571370,"2077-0383,",2.9
PMC9206912,"2049-0801,",1.6
PMC9950373,"2041-1723,",15.7
PMC10428030,"0212-6567,1578-1275,",1.6
PMC9967668,"2077-0383,",2.9
PMC9951339,"2198-3844,",14.1
PMC10581014,"1179-142X,",0.6
PMC10030903,"2044-6055,",2.3
PMC9304382,"2041-1723,",15.7
PMC10085676,"0305-1048,1362-4962,",13.1
PMC9617646,"2398-8835,",2.1
PMC9945286,"0366-6999,2542-5641,",7.3
PMC9232646,"2041-1723,",15.7
PMC8784601,"2296-858X,",3.0
PMC9100254,"2077-0383,",2.9
PMC9431479,"2572-9241,",14.6
PMC10008108,"1368-5031,1742-1241,",2.4
PMC8874449,"2077-0383,",2.9
PMC10393404,"0006-8950,1460-2156,",11.7
PMC8999479,"2077-0383,",2.9
PMC10015905,"2198-3844,",14.1
PMC10179530,"2077-0383,",2.9
PMC8947183,"2075-4418,",3.3
PMC9857993,"2075-4418,",3.3
PMC10256796,"2041-1723,",15.7
PMC10271936,"2213-2317,",11.9
PMC9896572,"2050-313X,",0.6
PMC10797468,"2198-3844,",14.1
PMC9023797,"2211-3835,2211-3843,",14.6
PMC9118496,"2049-0801,",1.6
PMC9736884,"0013-726X,1438-8812,",12.8
PMC10287561,"1078-8956,1546-170X,",50.0
PMC9589463,"2053-8855,",0.4
PMC9990229,"2731-4553,",2.6
PMC10947395,"0198-6325,1098-1128,",11.6
PMC10185410,"0013-726X,1438-8812,",12.8
PMC10672061,"2077-0383,",2.9
PMC10018732,"0013-936X,1520-5851,",11.3
PMC9856239,"2574-3805,",9.7
PMC10256788,"2041-1723,",15.7
PMC10146996,"1010-660X,1648-9144,",2.4
PMC9723378,"2050-0904,",0.6
PMC8984004,"2044-6055,",2.3
PMC10364172,"2044-6055,",2.3
PMC9161123,"2168-6106,2168-6114,",23.3
PMC10393539,"2589-5370,",10.0
PMC9966043,"2077-0383,",2.9
PMC8981896,"2198-3844,",14.1
PMC10748987,"2044-6055,",2.3
PMC10697941,"2095-5545,2047-7538,",23.4
PMC9399252,"2041-1723,",15.7
PMC9955433,"2075-4418,",3.3
PMC8814806,"2044-6055,",2.3
PMC10743935,"2077-0383,",2.9
PMC10579519,"0017-5749,1468-3288,",26.2
PMC9723375,"2050-0904,",0.6
PMC8989513,"0305-1048,1362-4962,",13.1
PMC9706366,"2574-3805,",9.7
PMC9641550,"1941-5923,",0.7
PMC9622969,"2311-6706,2150-5551,",36.3
PMC9092603,"2452-199X,",20.3
PMC9638928,"0305-1048,1362-4962,",13.1
PMC9689840,"2075-4418,",3.3
PMC8908417,"2296-858X,",3.0
PMC8813714,"0043-5325,1613-7671,",2.1
PMC10328467,"0149-2195,1545-861X,",17.3
PMC8943479,"2044-6055,",2.3
PMC9437712,"0006-4971,1528-0020,",23.1
PMC9604578,"2077-0383,",2.9
PMC9788171,"2077-0383,",2.9
PMC9293980,"2041-1723,",15.7
PMC9660566,"2044-6055,",2.3
PMC9160226,"2041-1723,",15.7
PMC10016222,"1524-5012,2831-4107,",1.2
PMC10182070,"2041-1723,",15.7
PMC8919310,"0253-0716,1735-3688,",1.5
PMC10439163,"2041-1723,",15.7
PMC10665457,"2041-1723,",15.7
PMC9929132,"2198-3844,",14.1
PMC10456966,"1010-660X,1648-9144,",2.4
PMC9945183,"0366-6999,2542-5641,",7.3
PMC10626459,"2296-858X,",3.0
PMC10260980,"2041-1723,",15.7
PMC10023517,"2050-0904,",0.6
PMC8905134,"2050-0904,",0.6
PMC9090905,"2214-109X,",18.0
PMC10194736,"0025-7974,1536-5964,",1.4
PMC10285580,"2574-3805,",9.7
PMC8766457,"2041-1723,",15.7
PMC10162974,"2041-1723,",15.7
PMC9072319,"2041-1723,",15.7
PMC10369280,"2198-3844,",14.1
PMC9571148,"2077-0383,",2.9
PMC8896421,"0025-7974,1536-5964,",1.4
PMC9762197,"2213-2317,",11.9
PMC9242860,"0028-0836,1476-4687,",48.5
PMC9369660,"2077-0383,",2.9
PMC8971840,"2296-858X,",3.0
PMC9933398,"1476-4598,",33.9
PMC10171163,"2041-1723,",15.7
PMC9440925,"2041-1723,",15.7
PMC8755825,"2041-1723,",15.7
PMC10029719,"2155-5435,",13.1
PMC9444034,"1177-889X,",2.0
PMC10190623,"2198-3844,",14.1
PMC8911194,"2077-0383,",2.9
PMC9770134,"0009-7330,1524-4571,",16.2
PMC10151847,"2044-6055,",2.3
PMC10003436,"2077-0383,",2.9
PMC9771286,"0025-7974,1536-5964,",1.4
PMC8752778,"2041-1723,",15.7
PMC9830438,"1838-7640,",13.3
PMC10286131,"2296-858X,",3.0
PMC9210103,"2050-313X,",0.6
PMC9975662,"2159-8274,2159-8290,",33.3
PMC10570044,"0305-1048,1362-4962,",13.1
PMC9127918,"0379-5284,1658-3175,0379-5284,",1.5
PMC9482631,"2041-1723,",15.7
PMC9221814,"2075-4418,",3.3
PMC10627820,"2397-334X,",14.5
PMC10565198,"2044-6055,",2.3
PMC9515479,"0903-1936,1399-3003,",21.2
PMC9064997,"2041-1723,",15.7
PMC9410587,"0025-7974,1536-5964,",1.4
PMC8946937,"2075-4418,",3.3
PMC10419563,"2077-0383,",2.9
PMC10520645,"2198-3844,",14.1
PMC10214449,"0002-7863,1520-5126,",15.7
PMC9871958,"1674-800X,1674-8018,",12.8
PMC9912244,"2041-1723,",15.7
PMC9336090,"1476-4598,",33.9
PMC10648537,"2075-4418,",3.3
PMC9115008,"2399-6641,",1.6
PMC10477234,"2041-1723,",15.7
PMC9102266,"2077-0383,",2.9
PMC9403066,"2296-858X,",3.0
PMC10729215,"2044-6055,",2.3
PMC10086036,"2095-9907,2059-3635,",52.7
PMC9827252,"2044-6055,",2.3
PMC8761724,"2296-858X,",3.0
PMC10343002,"2077-0383,",2.9
PMC10628323,"2433-328X,2433-3298,",1.8
PMC10662897,"0025-7974,1536-5964,",1.4
PMC10532217,"2077-0383,",2.9
PMC9410469,"2077-0383,",2.9
PMC9525300,"2041-1723,",15.7
PMC9502432,"2077-0383,",2.9
PMC9221599,"2075-4418,",3.3
PMC9553944,"2041-1723,",15.7
PMC10262939,"1524-5012,2831-4107,",1.2
PMC8889273,"2213-2317,",11.9
PMC9195156,"2044-6055,",2.3
PMC10718391,"2049-0801,",1.6
PMC10326644,"2574-3805,",9.7
PMC10252847,"2075-4418,",3.3
PMC9689346,"2075-4418,",3.3
PMC10300712,"2574-3805,",9.7
PMC9207106,"2049-0801,",1.6
PMC9270627,"2666-0873,",13.4
PMC9039379,"2044-6055,",2.3
PMC9044640,"1477-3155,",12.6
PMC9729335,"2296-858X,",3.0
PMC10647762,"2077-0383,",2.9
PMC10752743,"1011-8934,1598-6357,",2.3
PMC9917437,"2077-0383,",2.9
PMC9422276,"2049-0801,",1.6
PMC9303745,"1354-1013,1365-2486,",12.1
PMC9224585,"2077-0383,",2.9
PMC9825716,"0305-1048,1362-4962,",13.1
PMC9151760,"2041-1723,",15.7
PMC10532245,"2077-0383,",2.9
PMC10094931,"2077-0383,",2.9
PMC9105926,"2077-0383,",2.9
PMC9753271,"2049-2618,",12.7
PMC10106931,"2050-0904,",0.6
PMC9302798,"1549-1277,1549-1676,",9.9
PMC10752480,"0366-6999,2542-5641,",7.3
PMC10400429,"1097-6256,1546-1726,",20.0
PMC9821668,"2077-0383,",2.9
PMC9818832,"2075-4418,",3.3
PMC9349304,"2041-1723,",15.7
PMC9301794,"2044-6055,",2.3
PMC10430509,"2572-9241,",14.6
PMC9655937,"2077-0383,",2.9
PMC10289672,"0025-7974,1536-5964,",1.4
PMC10685733,"1029-2977,1735-3947,1029-2977,",1.0
PMC9521765,"0366-6999,2542-5641,",7.3
PMC9068917,"2041-1723,",15.7
PMC9949853,"0149-2195,1545-861X,",17.3
PMC10422187,"2574-3805,",9.7
PMC8894489,"2041-1723,",15.7
PMC9083430,"2044-6055,",2.3
PMC9951348,"2198-3844,",14.1
PMC9917402,"2077-0383,",2.9
PMC9636144,"1226-3613,2092-6413,",12.9
PMC10502142,"2095-9907,2059-3635,",52.7
PMC10509651,"2398-8835,",2.1
PMC9289959,"2589-5370,",10.0
PMC10203300,"2041-1723,",15.7
PMC10129112,"2049-0801,",1.6
PMC8871484,"2075-4418,",3.3
PMC10608113,"1010-660X,1648-9144,",2.4
PMC8713227,"1682-024X,1681-715X,",1.7
PMC9981743,"1226-3613,2092-6413,",12.9
PMC9932560,"1658-3612,",1.9
PMC8924832,"1734-1922,1896-9151,",3.3
PMC9389518,"2049-0801,",1.6
PMC10037339,"0002-7863,1520-5126,",15.7
PMC8820421,"0033-3190,1423-0348,",18.1
PMC10727530,"0025-7974,1536-5964,",1.4
PMC9693154,"2077-0383,",2.9
PMC10707330,"2077-0383,",2.9
PMC9114847,"2044-6055,",2.3
PMC9171476,"1477-3155,",12.6
PMC10582456,"2198-3844,",14.1
PMC9726413,"0025-7974,1536-5964,",1.4
PMC10745114,"1010-660X,1648-9144,",2.4
PMC9908556,"0028-0836,1476-4687,",48.5
PMC10082400,"2689-0186,",11.3
PMC9310630,"0149-2195,1545-861X,",17.3
PMC8981469,"2198-3844,",14.1
PMC9736824,"0013-726X,1438-8812,",12.8
PMC9516060,"2044-6055,",2.3
PMC9957742,"1658-3612,",1.9
PMC10656499,"2041-1723,",15.7
PMC9226930,"2044-6055,",2.3
PMC9914275,"2075-4418,",3.3
PMC9833338,"1302-7123,1308-5123,",0.9
PMC9622909,"1672-7681,2042-0226,",19.8
PMC10037895,"1476-4598,",33.9
PMC10503364,"2044-6055,",2.3
PMC10625612,"2041-1723,",15.7
PMC10282990,"2296-858X,",3.0
PMC9549809,"2296-858X,",3.0
PMC10209832,"2168-6254,2168-6262,",14.9
PMC9338928,"2041-1723,",15.7
PMC10238202,"2198-3844,",14.1
PMC9377129,"1756-994X,",11.2
PMC9575790,"0025-7974,1536-5964,",1.4
PMC10212951,"2041-1723,",15.7
PMC9575719,"0025-7974,1536-5964,",1.4
PMC10080685,"0002-7863,1520-5126,",15.7
PMC10308054,"2666-0873,",13.4
PMC9366935,"2050-0904,",0.6
PMC10022414,"0353-9466,1333-9451,",0.8
PMC9597261,"1941-5923,",0.7
PMC8994490,"2399-3529,",11.1
PMC9999113,"2391-5463,",1.6
PMC10427359,"2198-3844,",14.1
PMC10742629,"2075-4418,",3.3
PMC10408311,"2050-313X,",0.6
PMC10457279,"2311-6706,2150-5551,",36.3
PMC10789523,"1011-8934,1598-6357,",2.3
PMC10151177,"0006-8950,1460-2156,",11.7
PMC9637961,"2213-2317,",11.9
PMC10431105,"2572-9241,",14.6
PMC10227991,"2052-8817,",1.3
PMC10820626,"1010-660X,1648-9144,",2.4
PMC10579095,"1078-8956,1546-170X,",50.0
PMC9112095,"2589-5370,",10.0
PMC9930190,"2398-8835,",2.1
PMC8955655,"2077-0383,",2.9
PMC9014059,"2044-6055,",2.3
PMC10572895,"2075-4418,",3.3
PMC10175891,"2146-3123,2146-3131,",3.8
PMC9410681,"0025-7974,1536-5964,",1.4
PMC10340753,"2075-4418,",3.3
PMC10121656,"2041-1723,",15.7
PMC10649636,"2075-4418,",3.3
PMC8791828,"0028-0836,1476-4687,",48.5
PMC9938869,"2041-1723,",15.7
PMC10275917,"2041-1723,",15.7
PMC10615452,"0025-7974,1536-5964,",1.4
PMC9438207,"2044-6055,",2.3
PMC9925806,"2041-1723,",15.7
PMC10370375,"0379-5284,1658-3175,0379-5284,",1.5
PMC9556224,"0918-2918,1349-7235,",1.1
PMC10481174,"2589-5370,",10.0
PMC9979612,"0013-936X,1520-5851,",11.3
PMC10681719,"0305-1048,1362-4962,",13.1
PMC9277498,"2574-3805,",9.7
PMC9960359,"2077-0383,",2.9
PMC9280545,"0379-5284,1658-3175,0379-5284,",1.5
PMC9046377,"2095-5545,2047-7538,",23.4
PMC8763634,"2589-5370,",10.0
PMC9295651,"2044-6055,",2.3
PMC9818336,"2075-4418,",3.3
PMC8919464,"2044-6055,",2.3
PMC10615518,"0025-7974,1536-5964,",1.4
PMC10359598,"0305-1048,1362-4962,",13.1
PMC9171998,"2050-7771,",11.5
PMC10400388,"0918-2918,1349-7235,",1.1
PMC10339205,"2589-5370,",10.0
PMC10352863,"2574-3805,",9.7
PMC8972914,"2050-3121,",2.1
PMC10607759,"2077-0383,",2.9
PMC9825597,"0305-1048,1362-4962,",13.1
PMC10179519,"2077-0383,",2.9
PMC10597912,"2311-6706,2150-5551,",36.3
PMC9443465,"2198-3844,",14.1
PMC9365985,"2296-858X,",3.0
PMC9207004,"2049-0801,",1.6
PMC9605581,"2077-0383,",2.9
PMC10685513,"2731-4553,",2.6
PMC10183290,"0918-2918,1349-7235,",1.1
PMC10429813,"2572-9241,",14.6
PMC9140075,"2075-4418,",3.3
PMC9456702,"2523-3548,",24.9
PMC9123500,"2689-0186,",11.3
PMC10015034,"2041-1723,",15.7
PMC9136627,"2574-3805,",9.7
PMC9718919,"2050-0904,",0.6
PMC10402970,"0025-7974,1536-5964,",1.4
PMC9267229,"2077-0383,",2.9
PMC10537082,"1010-660X,1648-9144,",2.4
PMC10767460,"2198-3844,",14.1
PMC9689740,"2075-4418,",3.3
PMC10406031,"2049-0801,",1.6
PMC9271714,"1226-3303,2005-6648,",2.4
PMC9274106,"1011-8934,1598-6357,",2.3
PMC10429794,"2572-9241,",14.6
PMC9726308,"0025-7974,1536-5964,",1.4
PMC10163490,"2044-6055,",2.3
PMC9811441,"2198-3844,",14.1
PMC9497881,"2075-4418,",3.3
PMC9144665,"2077-0383,",2.9
PMC10381617,"2077-0383,",2.9
PMC10563820,"1918-3003,1918-3011,",2.0
PMC8863191,"1178-7074,",2.0
PMC9710345,"2044-6055,",2.3
PMC9426820,"2572-9241,",14.6
PMC10427870,"2296-858X,",3.0
PMC9704909,"0025-7974,1536-5964,",1.4
PMC10328659,"2049-0801,",1.6
PMC9994506,"0379-5284,1658-3175,0379-5284,",1.5
PMC10177578,"2075-4418,",3.3
PMC10827316,"1040-4651,1532-298X,",11.6
PMC10430075,"2572-9241,",14.6
PMC9822911,"2041-1723,",15.7
PMC10253907,"2077-0383,",2.9
PMC10248720,"2090-1232,2090-1224,",13.0
PMC9613393,"1368-5031,1742-1241,",2.4
PMC9730556,"2731-4553,",2.6
PMC8961309,"2452-199X,",20.3
PMC8742603,"1178-7074,",2.0
PMC9445042,"2044-5385,",11.6
PMC9600370,"2075-4418,",3.3
PMC9019154,"2296-858X,",3.0
PMC9351913,"0025-7974,1536-5964,",1.4
PMC9203965,"2296-858X,",3.0
PMC9458438,"0305-1048,1362-4962,",13.1
PMC9666105,"0025-7974,1536-5964,",1.4
PMC9737839,"2077-0383,",2.9
PMC9826960,"0513-5796,1976-2437,",2.8
PMC10455745,"2077-0383,",2.9
PMC9247074,"2041-1723,",15.7
PMC9587655,"2049-2618,",12.7
PMC10121308,"2287-2728,2287-285X,",16.9
PMC9153154,"1477-3155,",12.6
PMC10125185,"0820-3946,1488-2329,",12.2
PMC10625044,"2574-3805,",9.7
PMC10218827,"2077-0383,",2.9
PMC9600452,"2075-4418,",3.3
PMC10012866,"2754-0413,",10.0
PMC10338490,"2041-1723,",15.7
PMC9977680,"1529-2908,1529-2916,",27.6
PMC10010908,"1011-8934,1598-6357,",2.3
PMC10705871,"2075-4418,",3.3
PMC9886966,"2095-9907,2059-3635,",52.7
PMC10378948,"0025-7974,1536-5964,",1.4
PMC9914524,"2075-4418,",3.3
PMC9723479,"2050-0904,",0.6
PMC9788360,"1010-660X,1648-9144,",2.4
PMC10377809,"2075-4418,",3.3
PMC9944664,"2044-6055,",2.3
PMC9793181,"2049-0801,",1.6
PMC10095507,"2077-0383,",2.9
PMC10063255,"0025-7974,1536-5964,",1.4
PMC8954400,"2077-0383,",2.9
PMC10695996,"2041-1723,",15.7
PMC8809522,"1178-7074,",2.0
PMC10713187,"0025-7974,1536-5964,",1.4
PMC10133083,"0043-5325,1613-7671,",2.1
PMC8766801,"2296-858X,",3.0
PMC10146391,"2077-0383,",2.9
PMC10238047,"0025-7974,1536-5964,",1.4
PMC9815641,"1549-1277,1549-1676,",9.9
PMC10523671,"2731-4553,",2.6
PMC10662847,"0025-7974,1536-5964,",1.4
PMC10240826,"1838-7640,",13.3
PMC9532451,"2041-1723,",15.7
PMC10573943,"2077-0383,",2.9
PMC9847155,"2046-4053,",3.9
PMC10686721,"0918-2918,1349-7235,",1.1
PMC9829799,"0013-726X,1438-8812,",12.8
PMC9284179,"2198-3844,",14.1
PMC10324210,"1750-1326,",17.5
PMC10689823,"2041-1723,",15.7
PMC9214073,"2211-3835,2211-3843,",14.6
PMC10087052,"2574-3805,",9.7
PMC9246869,"2041-1723,",15.7
PMC9047163,"1195-1982,1708-8305,",6.4
PMC8755810,"2041-1723,",15.7
PMC8875157,"2077-0383,",2.9
PMC9273939,"2398-8835,",2.1
PMC10003590,"2077-0383,",2.9
PMC10219749,"0025-7974,1536-5964,",1.4
PMC10375288,"2296-858X,",3.0
PMC8987786,"2044-6055,",2.3
PMC10685809,"1029-2977,1735-3947,1029-2977,",1.0
PMC10620097,"1097-6256,1546-1726,",20.0
PMC8805419,"1752-1947,",0.8
PMC9047916,"2296-858X,",3.0
PMC8735830,"2589-5370,",10.0
PMC9818930,"2075-4418,",3.3
PMC9959230,"1010-660X,1648-9144,",2.4
PMC10143617,"2077-0383,",2.9
PMC9670019,"1941-5923,",0.7
PMC10545352,"0025-7974,1536-5964,",1.4
PMC9440271,"1807-5932,1980-5322,",2.4
PMC9740685,"2077-0383,",2.9
PMC10132983,"2662-1347,",28.5
PMC10606981,"2077-0383,",2.9
PMC9837083,"2041-1723,",15.7
PMC10320625,"2643-3230,2643-3249,",11.5
PMC9431310,"2572-9241,",14.6
PMC10031149,"2211-3835,2211-3843,",14.6
PMC10346130,"2574-3805,",9.7
PMC8777786,"2077-0383,",2.9
PMC9918013,"2077-0383,",2.9
PMC8850346,"2296-858X,",3.0
PMC10217009,"2075-4418,",3.3
PMC9207085,"2049-0801,",1.6
PMC9619851,"2324-7096,",0.8
PMC9002262,"2296-858X,",3.0
PMC9518707,"2369-3762,",12.6
PMC9453425,"2044-6055,",2.3
PMC9325259,"2075-4418,",3.3
PMC9884216,"2041-1723,",15.7
PMC10843585,"0025-7974,1536-5964,",1.4
PMC9319555,"2077-0383,",2.9
PMC10368376,"0168-6445,1574-6976,",12.3
PMC10535376,"1010-660X,1648-9144,",2.4
PMC10559783,"1178-7074,",2.0
PMC9999407,"0002-7863,1520-5126,",15.7
PMC10308248,"2574-3805,",9.7
PMC10172135,"2397-334X,",14.5
PMC10722610,"1936-0851,1936-086X,",16.1
PMC9429851,"2572-9241,",14.6
PMC9295648,"2044-6055,",2.3
PMC10172300,"2041-1723,",15.7
PMC10432194,"2666-7762,",13.0
PMC9058776,"2044-6055,",2.3
PMC9396272,"2296-858X,",3.0
PMC10160422,"2050-0904,",0.6
PMC9532455,"2211-3835,2211-3843,",14.6
PMC9484278,"1658-631X,2321-4856,",1.5
PMC9776497,"2075-4418,",3.3
PMC10091158,"2574-3805,",9.7
PMC10333368,"2041-1723,",15.7
PMC10210529,"1936-0851,1936-086X,",16.1
PMC9315530,"1010-660X,1648-9144,",2.4
PMC10706970,"2077-0383,",2.9
PMC9246882,"2041-1723,",15.7
PMC10129086,"2049-0801,",1.6
PMC9289166,"2296-858X,",3.0
PMC9782591,"2077-0383,",2.9
PMC8866581,"2311-6706,2150-5551,",36.3
PMC9857498,"2574-3805,",9.7
PMC10749011,"2044-6055,",2.3
PMC10293251,"2044-5385,",11.6
PMC10214387,"0009-2665,1520-6890,",55.8
PMC10427654,"2041-1723,",15.7
PMC10336239,"2589-5370,",10.0
PMC10219553,"2077-0383,",2.9
PMC9287624,"2589-5370,",10.0
PMC8735782,"0025-7974,1536-5964,",1.4
PMC9058230,"1178-7074,",2.0
PMC10214549,"1477-3155,",12.6
PMC9935995,"0025-7974,1536-5964,",1.4
PMC9047005,"1936-0851,1936-086X,",16.1
PMC10278741,"0366-6999,2542-5641,",7.3
PMC10123675,"2076-3271,",4.4
PMC9505541,"1010-660X,1648-9144,",2.4
PMC9959393,"2077-0383,",2.9
PMC9803450,"0025-7974,1536-5964,",1.4
PMC9775210,"0013-936X,1520-5851,",11.3
PMC9410327,"2077-0383,",2.9
PMC10366979,"1735-1995,1735-7136,",1.5
PMC10508563,"0025-7974,1536-5964,",1.4
PMC8857683,"2574-3805,",9.7
PMC10231012,"2044-6055,",2.3
PMC10086273,"0003-4967,1468-2060,",20.6
PMC9516162,"2044-6055,",2.3
PMC8971624,"2296-858X,",3.0
PMC8887479,"0305-1048,1362-4962,",13.1
PMC9608045,"1449-1907,",3.2
PMC10380197,"2077-0383,",2.9
PMC9896247,"2044-6055,",2.3
PMC10495350,"2041-1723,",15.7
